Bölge;m² (Brüt);Oda Sayısı;Fiyat;Mahalle
Buyukcekmece;90;2+1;2.300.000 TL;"Büyükçekmece
Fatih Mah."
Buyukcekmece;400;4+2;18.950.000 TL;"Büyükçekmece
Alkent 2000 Mah."
Buyukcekmece;180;4+2;6.500.000 TL;"Mimarsinan
Ekinoba Mah."
Buyukcekmece;150;3+1;3.150.000 TL;"Büyükçekmece
Fatih Mah."
Buyukcekmece;140;2+1;4.500.000 TL;"Büyükçekmece
Fatih Mah."
Buyukcekmece;150;2+1;10.300.000 TL;"Büyükçekmece
Çakmaklı Mh."
Buyukcekmece;160;3+2;6.500.000 TL;"Mimarsinan
Murat Çeşme Mh."
Buyukcekmece;;;;
Buyukcekmece;135;2+1;5.650.000 TL;"Mimarsinan
Ekinoba Mah."
Buyukcekmece;245;4+2;6.700.000 TL;"Mimarsinan
Murat Çeşme Mh."
Buyukcekmece;203;4+1;10.500.000 TL;"Kumburgaz
Güzelce Mh."
Buyukcekmece;141;2+1;8.500.000 TL;"Merkez
Mimaroba"
Buyukcekmece;195;3+1;12.000.000 TL;"Merkez
Mimaroba"
Buyukcekmece;175;3+1;11.000.000 TL;"Merkez
Mimaroba"
Buyukcekmece;140;2+1;9.000.000 TL;"Merkez
Mimaroba"
Buyukcekmece;120;2+1;4.500.000 TL;"Merkez
Sinanoba"
Buyukcekmece;130;3+1;2.870.000 TL;"Mimarsinan
Ekinoba Mah."
Buyukcekmece;220;4+1;8.000.000 TL;"Merkez
Sinanoba"
Buyukcekmece;160;4+1;7.250.000 TL;"Büyükçekmece
Pınartepe Mh."
Buyukcekmece;180;4+2;4.800.000 TL;"Tepecik
Ulus Mah."
Buyukcekmece;110;3+1;4.000.000 TL;"Celaliye(Kamiloba)
Kamiloba Mah."
Catalca;140;3+1;5.700.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;85;2+1;2.950.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;130;3+1;2.700.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;135;3+1;3.150.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;130;3+1;6.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;90;2+1;3.590.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;135;3+1;6.750.000 TL;"Çatalca
Kaleiçi Mh."
Catalca;90;2+1;3.750.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;125;2+1;3.750.000 TL;"Çatalca
Kaleiçi Mh."
Catalca;200;4+2;6.200.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;260;4+2;8.000.000 TL;"Çatalca
Kaleiçi Mh."
Catalca;85;2+1;2.900.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;83;2+1;3.000.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;110;3+1;3.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;70;2+1;2.750.000 TL;"Çatalca
Kaleiçi Mh."
Catalca;120;2+1;3.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;150;3+2;4.750.000 TL;"Köyler
Çanakça Mh."
Catalca;87;2+1;2.950.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;90;2+1;5.300.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;90;1+1;2.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;85;2+1;3.200.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;;;;
Catalca;75;2+1;3.350.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;105;2+1;4.750.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;130;3+1;2.900.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;105;3+1;6.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;180;3+2;6.250.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;220;2+2;4.500.000 TL;"Çatalca
Kaleiçi Mh."
Catalca;145;3+1;4.750.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;120;2+1;2.700.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;115;2+1;5.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;125;3+1;5.750.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;155;3+1;4.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;65;1+1;2.850.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;120;3+1;3.750.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;125;3+1;6.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;125;3+1;3.700.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;110;2+1;4.100.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;140;2+1;4.325.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;75;1+1;3.650.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;110;3+1;4.975.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;150;4+1;5.850.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;85;2+1;3.600.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;125;3+1;6.250.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;135;3+1;6.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;145;3+1;5.999.999 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;95;2+1;3.500.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;100;2+1;3.450.000 TL;"Çatalca
Kaleiçi Mh."
Catalca;85;2+1;3.150.000 TL;"Çatalca
Ferhatpaşa Mh."
Catalca;60;1+1;2.250.000 TL;"Köyler
Gökçeali Mh."
Catalca;95;2+1;4.080.000 TL;"Çatalca
Ferhatpaşa Mh."
Cekmekoy;150;3+1;4.500.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;105;2+1;3.495.000 TL;"Alemdağ(Alemdar)
Çatalmeşe Mh."
Cekmekoy;100;2+1;4.265.000 TL;"Alemdağ(Alemdar)
Alemdağ Mh."
Cekmekoy;135;3+1;5.800.000 TL;"Taşdelen
Cumhuriyet Mah."
Cekmekoy;90;2+1;7.450.000 TL;"Alemdağ(Alemdar)
Nişantepe Mh."
Cekmekoy;92;2+1;3.799.000 TL;"Alemdağ(Alemdar)
Çatalmeşe Mh."
Cekmekoy;110;3+1;4.150.000 TL;"Çekmeköy
Çamlık Mh."
Cekmekoy;95;2+1;3.650.000 TL;"Alemdağ(Alemdar)
Çatalmeşe Mh."
Cekmekoy;87;2+1;4.100.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;80;1+1;2.600.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;120;3+1;7.250.000 TL;"Taşdelen
Taşdelen Mh."
Cekmekoy;190;3+1;21.250.000 TL;"Taşdelen
Kirazlıdere Mh."
Cekmekoy;105;2+1;2.880.000 TL;"Alemdağ(Alemdar)
Ekşioğlu Mh."
Cekmekoy;175;3+1;8.500.000 TL;"Taşdelen
Sultançiftliği Mh."
Cekmekoy;270;4.5+2;6.150.000 TL;"Alemdağ(Alemdar)
Alemdağ Mh."
Cekmekoy;100;2+1;3.999.000 TL;"Taşdelen
Sultançiftliği Mh."
Cekmekoy;120;3+1;5.500.000 TL;"Alemdağ(Alemdar)
Ekşioğlu Mh."
Cekmekoy;175;4+2;5.100.000 TL;"Taşdelen
Aydınlar Mh."
Cekmekoy;200;2+2;4.800.000 TL;"Çekmeköy
Mehmet Akif Mh."
Cekmekoy;70;2+1;2.850.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;110;3+1;3.250.000 TL;"Çekmeköy
Çamlık Mh."
Cekmekoy;70;2+1;3.250.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;200;4+2;5.500.000 TL;"Çekmeköy
Çamlık Mh."
Cekmekoy;197;3+1;18.950.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;127;3+1;5.000.000 TL;"Alemdağ(Alemdar)
Alemdağ Mh."
Cekmekoy;110;2+1;3.700.000 TL;"Alemdağ(Alemdar)
Alemdağ Mh."
Cekmekoy;85;2+1;2.765.000 TL;"Taşdelen
Taşdelen Mh."
Cekmekoy;173;3+1;21.350.000 TL;"Taşdelen
Kirazlıdere Mh."
Cekmekoy;;;;
Cekmekoy;95;2+1;4.370.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;175;4+1;7.175.000 TL;"Çekmeköy
Mehmet Akif Mh."
Cekmekoy;75;2+1;4.350.000 TL;"Alemdağ(Alemdar)
Çatalmeşe Mh."
Cekmekoy;120;3+1;4.750.000 TL;"Taşdelen
Kirazlıdere Mh."
Cekmekoy;90;2+1;3.900.000 TL;"Taşdelen
Soğukpınar Mh."
Cekmekoy;220;4+2;13.000.000 TL;"Çekmeköy
Mimar Sinan Mah."
Cekmekoy;115;2+1;5.245.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;120;3+1;5.950.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;110;3+1;5.100.000 TL;"Taşdelen
Aydınlar Mh."
Cekmekoy;75;2+1;4.200.000 TL;"Çekmeköy
Mimar Sinan Mah."
Cekmekoy;160;3+1;4.250.000 TL;"Alemdağ(Alemdar)
Ekşioğlu Mh."
Cekmekoy;120;3+1;6.750.000 TL;"Taşdelen
Aydınlar Mh."
Cekmekoy;129;3+1;9.250.000 TL;"Alemdağ(Alemdar)
Çatalmeşe Mh."
Cekmekoy;185;4+2;7.500.000 TL;"Çekmeköy
Mimar Sinan Mah."
Cekmekoy;95;2+1;4.000.000 TL;"Alemdağ(Alemdar)
Ekşioğlu Mh."
Cekmekoy;140;3+1;6.500.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;220;5+2;9.250.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;125;2+1;12.300.000 TL;"Çekmeköy
Mehmet Akif Mh."
Cekmekoy;95;2+1;5.150.000 TL;"Taşdelen
Taşdelen Mh."
Cekmekoy;75;2+1;3.750.000 TL;"Çekmeköy
Mimar Sinan Mah."
Cekmekoy;87;2+1;4.300.000 TL;"Çekmeköy
Merkez Mah."
Cekmekoy;250;5+2;8.900.000 TL;"Alemdağ(Alemdar)
Ekşioğlu Mh."
Esenler;90;2+1;5.500.000 TL;"Sanayi
Oruçreis Mh."
Esenler;95;2+1;1.850.000 TL;"Sanayi
Turgut Reis Mah."
Esenler;90;2+1;2.650.000 TL;"Esenler
Menderes Mah."
Esenler;94;2+1;5.000.000 TL;"Birlik
Havaalanı Mh."
Esenler;100;2+1;1.950.000 TL;"Esenler
Fevzi Çakmak Mh."
Esenler;95;2+1;3.250.000 TL;"Esenler
Menderes Mah."
Esenler;102;3+1;5.275.000 TL;"Karabayır
Tuna Mah."
Esenler;95;2+1;3.800.000 TL;"Esenler
Menderes Mah."
Esenler;110;3+1;6.950.000 TL;"Sanayi
15 Temmuz Mh."
Esenler;98;2+1;6.000.000 TL;"Esenler
Menderes Mah."
Esenler;120;3+1;4.380.000 TL;"Esenler
Fevzi Çakmak Mh."
Esenler;110;3+1;6.900.000 TL;"Sanayi
15 Temmuz Mh."
Esenler;110;3+1;7.000.000 TL;"Sanayi
15 Temmuz Mh."
Esenler;90;2+1;4.200.000 TL;"Karabayır
Kazım Karabekir Mh."
Esenler;;;;
Esenler;105;2+1;3.550.000 TL;"Karabayır
Tuna Mah."
Esenler;115;3+1;5.500.000 TL;"Esenler
Davutpaşa Mh."
Esenler;65;1+1;2.590.000 TL;"Sanayi
Turgut Reis Mah."
Esenler;105;2+1;4.750.000 TL;"Esenler
Davutpaşa Mh."
Esenler;135;3+1;6.000.000 TL;"Esenler
Kemer Mah."
Esenler;100;3+1;4.000.000 TL;"Esenler
Namık Kemal Mh."
Esenler;125;3+1;8.400.000 TL;"Sanayi
15 Temmuz Mh."
Esenler;100;2+1;1.775.000 TL;"Karabayır
Fatih Mah."
Esenler;120;3+1;2.325.000 TL;"Karabayır
Kazım Karabekir Mh."
Esenler;95;2+1;3.795.000 TL;"Esenler
Menderes Mah."
Esenler;100;3+1;2.150.000 TL;"Karabayır
Fatih Mah."
Esenler;120;3+1;3.100.000 TL;"Karabayır
Kazım Karabekir Mh."
Esenler;100;2+1;2.600.000 TL;"Karabayır
Fatih Mah."
Esenler;110;3+1;5.800.000 TL;"Sanayi
15 Temmuz Mh."
Esenler;230;5+2;6.600.000 TL;"Esenler
Mimar Sinan Mah."
Esenler;65;1+1;1.900.000 TL;Birlik
Esenler;105;3+1;4.950.000 TL;"Karabayır
Fatih Mah."
Esenler;95;2+1;3.125.000 TL;"Karabayır
Tuna Mah."
Esenler;96;2+1;6.500.000 TL;"Sanayi
15 Temmuz Mh."
Esenler;100;2+1;1.960.000 TL;"Sanayi
Turgut Reis Mah."
Esenler;130;3+1;2.375.000 TL;"Esenler
Nine Hatun Mah."
Esenler;90;2+1;2.750.000 TL;"Esenler
Yavuz Selim Mah."
Esenler;110;2+1;1.800.000 TL;"Karabayır
Fatih Mah."
Esenler;85;2+1;1.780.000 TL;"Esenler
Nine Hatun Mah."
Esenler;105;2+1;7.150.000 TL;"Birlik
Havaalanı Mh."
Esenler;110;3+1;6.420.000 TL;"Karabayır
Kazım Karabekir Mh."
Esenler;90;2+1;3.650.000 TL;"Esenler
Kemer Mah."
Esenler;105;2+1;3.920.000 TL;"Birlik
Havaalanı Mh."
Esenler;115;3+1;4.050.000 TL;"Esenler
Fevzi Çakmak Mh."
Esenler;96;2+1;6.500.000 TL;"Sanayi
Oruçreis Mh."
Esenler;110;2+1;3.320.000 TL;"Karabayır
Tuna Mah."
Esenler;70;1+1;1.450.000 TL;"Esenler
Namık Kemal Mh."
Esenler;160;4+2;4.850.000 TL;"Esenler
Davutpaşa Mh."
Esenler;82;2+1;4.390.000 TL;"Sanayi
Oruçreis Mh."
Esenler;125;3+1;6.000.000 TL;"Esenler
Fevzi Çakmak Mh."
Esenler;82;2+1;5.000.000 TL;"Sanayi
15 Temmuz Mh."
Esenyurt;85;1+1;1.345.000 TL;"Esenyurt
Yeşilkent Mh."
Esenyurt;110;2+1;1.349.000 TL;"Esenyurt
Yeşilkent Mh."
Esenyurt;75;1+1;1.250.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;75;Stüdyo (1+0);850.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;120;2+1;1.090.000 TL;"Esenyurt
Fatih Mah."
Esenyurt;150;3+2;1.400.000 TL;"Esenyurt
Barbaros Hayrettin Paşa Mh."
Esenyurt;120;2+1;1.425.000 TL;"Esenyurt
Pınar Mh."
Esenyurt;85;1+1;1.379.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;100;2+1;989.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;130;4+1;1.288.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;140;3+1;1.499.999 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;85;1+1;994.000 TL;"Haramidere
Güzelyurt Mh."
Esenyurt;110;3+1;2.790.000 TL;"Esenyurt
Orhan Gazi Mah."
Esenyurt;100;2+1;1.499.000 TL;"Haramidere
Güzelyurt Mh."
Esenyurt;105;2+1;1.799.000 TL;"Esenyurt
Mehterçeşme Mh."
Esenyurt;150;3+2;1.450.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;160;3+1;1.580.000 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;105;2+1;930.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;110;2+1;1.899.999 TL;"Esenyurt
Balıkyolu Mh."
Esenyurt;155;4+1;1.175.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;71;1+1;1.195.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;100;2+1;2.169.000 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;140;3+1;2.900.000 TL;"Kıraç
İstiklal Mh."
Esenyurt;75;1+1;1.150.000 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;95;2+1;1.249.000 TL;"Esenyurt
Barbaros Hayrettin Paşa Mh."
Esenyurt;145;3+1;1.585.000 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;160;2+2;1.589.000 TL;"Esenyurt
Piri Reis Mh."
Esenyurt;125;2+1;1.799.999 TL;"Esenyurt
Piri Reis Mh."
Esenyurt;120;2+1;825.000 TL;"Esenyurt
Pınar Mh."
Esenyurt;100;2+1;834.000 TL;"Esenyurt
Fatih Mah."
Esenyurt;110;2+1;1.699.000 TL;"Esenyurt
Mehterçeşme Mh."
Esenyurt;120;2+1;2.430.000 TL;"Esenyurt
Mehterçeşme Mh."
Esenyurt;100;2+1;925.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;110;2+1;1.098.000 TL;"Esenyurt
Mehmet Akif Ersoy Mh."
Esenyurt;120;2+1;1.649.999 TL;"Esenyurt
Piri Reis Mh."
Esenyurt;110;2+1;1.529.999 TL;"Esenyurt
Mehterçeşme Mh."
Esenyurt;75;1+1;1.249.999 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;110;2+1;2.099.000 TL;"Haramidere
Güzelyurt Mh."
Esenyurt;100;2+1;1.150.000 TL;"Esenyurt
Mehmet Akif Ersoy Mh."
Esenyurt;110;2+1;1.845.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;165;3+2;1.219.000 TL;"Esenyurt
Talatpaşa Mh."
Esenyurt;95;2+1;1.025.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;100;2+1;2.850.000 TL;"Esenyurt
Mehterçeşme Mh."
Esenyurt;120;2+1;1.300.000 TL;"Esenyurt
Üçevler Mh."
Esenyurt;100;2+1;950.000 TL;"Esenyurt
Pınar Mh."
Esenyurt;110;2+1;990.000 TL;"Esenyurt
Örnek Mh."
Esenyurt;150;3+1;1.680.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;143;2+1;1.730.000 TL;"Esenyurt
Ardıçlı Mh."
Esenyurt;85;1+1;1.150.000 TL;"Esenyurt
Cumhuriyet Mah."
Esenyurt;120;2+1;1.399.000 TL;"Esenyurt
Talatpaşa Mh."
Eyupsultan;95;2+1;4.940.000 TL;"Alibeyköy
Alibeyköy Mh."
Eyupsultan;115;3+1;5.200.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;100;2+1;6.000.000 TL;"Yeşilpınar
Karadolap Mah."
Eyupsultan;116;2+1;21.670.000 TL;"Kemerburgaz
Mithatpaşa Mh."
Eyupsultan;155;4+1;4.700.000 TL;"Eyüpsultan
Esentepe Mah."
Eyupsultan;183;3+1;17.500.000 TL;"Alibeyköy
Güzeltepe Mh."
Eyupsultan;95;2+1;4.700.000 TL;"Alibeyköy
Emniyettepe Mah."
Eyupsultan;96;2+1;7.450.000 TL;"Çırçır
Akşemsettin Mh."
Eyupsultan;92;1+1;7.490.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;90;2+1;3.750.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;220;3+1;17.500.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;89;2+1;4.650.000 TL;"Yeşilpınar
Karadolap Mah."
Eyupsultan;152;2+1;9.500.000 TL;"Kemerburgaz
Mithatpaşa Mh."
Eyupsultan;100;2+1;3.870.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;125;2+1;9.750.000 TL;"Kemerburgaz
Mithatpaşa Mh."
Eyupsultan;160;2.5+1;3.950.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;290;5+1;31.150.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;90;2+1;3.850.000 TL;"Eyüpsultan
Sakarya Mah."
Eyupsultan;130;2+1;14.300.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;60;1+1;2.350.000 TL;"Alibeyköy
Güzeltepe Mh."
Eyupsultan;70;1+1;4.700.000 TL;"Yeşilpınar
Karadolap Mah."
Eyupsultan;170;3+2;5.100.000 TL;"Çırçır
Akşemsettin Mh."
Eyupsultan;;;;
Eyupsultan;140;2+1;7.500.000 TL;"Çırçır
Akşemsettin Mh."
Eyupsultan;205;6+1;3.450.000 TL;"Yeşilpınar
Yeşilpınar Mh."
Eyupsultan;78;2+1;4.300.000 TL;"Eyüpsultan
Silahtarağa Mh."
Eyupsultan;280;4+2;26.950.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;118;2+1;12.900.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;131;3+1;8.500.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;100;2+1;12.500.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;80;2+1;2.550.000 TL;"Yeşilpınar
Yeşilpınar Mh."
Eyupsultan;150;3+1;10.950.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;216;4+1;27.000.000 TL;"Alibeyköy
Güzeltepe Mh."
Eyupsultan;168;3+1;19.900.000 TL;"Kemerburgaz
Mimar Sinan Mh."
Eyupsultan;110;2+1;3.950.000 TL;"Alibeyköy
Emniyettepe Mah."
Eyupsultan;118;2+1;3.300.000 TL;"Eyüpsultan
İslambey Mh."
Eyupsultan;100;1+1;2.950.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;167;4+1;12.250.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;120;2+1;2.425.000 TL;"Yeşilpınar
Yeşilpınar Mh."
Eyupsultan;170;3+1;5.750.000 TL;"Yeşilpınar
Karadolap Mah."
Eyupsultan;50;1+1;2.830.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;60;1+1;3.600.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;140;3+1;6.500.000 TL;"Kemerburgaz
Mithatpaşa Mh."
Eyupsultan;107;2+1;6.950.000 TL;"Yeşilpınar
Yeşilpınar Mh."
Eyupsultan;130;3+1;4.900.000 TL;"Alibeyköy
Emniyettepe Mah."
Eyupsultan;85;2+1;4.500.000 TL;"Eyüpsultan
Esentepe Mah."
Eyupsultan;260;5+2;12.500.000 TL;"Göktürk
Göktürk Merkez Mh."
Eyupsultan;120;2+1;6.250.000 TL;"Alibeyköy
Alibeyköy Mh."
Eyupsultan;90;2+1;7.000.000 TL;"Çırçır
Çırçır Mh."
Eyupsultan;75;2+1;2.150.000 TL;"Eyüpsultan
İslambey Mh."
Eyupsultan;108;2+1;5.250.000 TL;"Çırçır
Çırçır Mh."
Fatih;135;3+1;5.250.000 TL;"Fevzipaşa
Ali Kuşçu Mh."
Fatih;210;5+1;6.950.000 TL;"Kocamustafapaşa
Seyyid Ömer Mh."
Fatih;120;3+1;4.500.000 TL;"Aksaray
Molla Gürani Mh."
Fatih;90;2+1;3.350.000 TL;"Kocamustafapaşa
Koca Mustafapaşa Mh."
Fatih;100;2+1;3.589.000 TL;"Akdeniz
İskenderpaşa Mh."
Fatih;175;3+1;4.500.000 TL;"Kumkapı
Mimar Kemalettin Mah."
Fatih;100;3+1;4.000.000 TL;"Fener
Atikali Mah."
Fatih;90;2+1;4.790.000 TL;"Küçükmustafapaşa
Yavuz Sultan Selim Mah."
Fatih;150;4+1;8.750.000 TL;"Vefa
Kemal Paşa Mh."
Fatih;70;1+1;1.825.000 TL;"Şehremini
Şehremini Mh."
Fatih;140;2+1;7.200.000 TL;"Fatih
Cerrahpaşa Mh."
Fatih;45;1+1;1.500.000 TL;"Şehremini
Şehremini Mh."
Fatih;95;2+1;7.500.000 TL;"Kocamustafapaşa
Silivrikapı Mh."
Fatih;140;3+1;3.750.000 TL;"Haseki
Aksaray Mah."
Fatih;120;2+1;2.950.000 TL;Yedikule
Fatih;80;2+1;3.200.000 TL;"Fatih
Karagümrük Mh."
Fatih;65;2+1;2.500.000 TL;"Akdeniz
İskenderpaşa Mh."
Fatih;75;2+1;2.350.000 TL;"Fener
Derviş Ali Mh."
Fatih;80;2+1;3.250.000 TL;"Şehremini
Şehremini Mh."
Fatih;85;2+1;1.800.000 TL;"Fener
Atikali Mah."
Fatih;85;2+1;3.450.000 TL;"Akdeniz
İskenderpaşa Mh."
Fatih;100;2+1;6.500.000 TL;"Aksaray
Molla Gürani Mh."
Fatih;80;2+1;2.450.000 TL;"Fatih
Cerrahpaşa Mh."
Fatih;100;3+1;1.500.000 TL;"Aksaray
Molla Gürani Mh."
Fatih;80;2+1;2.000.000 TL;"Fatih
Karagümrük Mh."
Fatih;70;2+1;3.500.000 TL;"Kocamustafapaşa
Seyyid Ömer Mh."
Fatih;140;3+1;10.500.000 TL;"Akdeniz
İskenderpaşa Mh."
Fatih;100;2+1;3.600.000 TL;"Küçükmustafapaşa
Yavuz Sultan Selim Mah."
Fatih;115;3+1;5.500.000 TL;"Kocamustafapaşa
Seyyid Ömer Mh."
Fatih;120;3+1;3.950.000 TL;"Kocamustafapaşa
Seyyid Ömer Mh."
Fatih;70;2+1;2.600.000 TL;"Fevzipaşa
Zeyrek Mah."
Fatih;65;1+1;1.790.000 TL;"Aksaray
Molla Gürani Mh."
Fatih;95;2+1;6.950.000 TL;"Aksaray
Topkapı Mh."
Fatih;155;3+1;7.650.000 TL;"Aksaray
Molla Gürani Mh."
Fatih;110;2+1;3.200.000 TL;"Fener
Balat Mah."
Fatih;90;2+1;3.000.000 TL;"Haseki
Aksaray Mah."
Fatih;90;2.5+1;4.350.000 TL;"Fevzipaşa
Hırka-i Şerif Mh."
Fatih;95;3+1;1.800.000 TL;"Fener
Derviş Ali Mh."
Fatih;102;2+2;4.500.000 TL;"Haseki
Aksaray Mah."
Fatih;60;1+1;2.000.000 TL;"Fevzipaşa
Ali Kuşçu Mh."
Fatih;85;2+1;2.800.000 TL;"Fevzipaşa
Hırka-i Şerif Mh."
Fatih;100;2+1;4.300.000 TL;"Akdeniz
Akşemsettin Mh."
Fatih;100;2+1;2.750.000 TL;"Kumkapı
Nişanca Mh."
Fatih;120;3+1;3.050.000 TL;"Aksaray
Molla Gürani Mh."
Fatih;110;3+1;3.100.000 TL;"Fener
Atikali Mah."
Fatih;120;2+1;5.250.000 TL;"Kumkapı
Katip Kasım Mh."
Fatih;140;3+1;5.650.000 TL;"Küçükmustafapaşa
Yavuz Sultan Selim Mah."
Fatih;88;2+1;12.000.000 TL;"Akdeniz
Akşemsettin Mh."
Fatih;70;1+1;1.460.000 TL;"Akdeniz
İskenderpaşa Mh."
Fatih;95;2+1;2.800.000 TL;"Fener
Derviş Ali Mh."
Gaziosmanpasa;75;2+1;1.600.000 TL;"Küçükköy
Barbaros Hayrettinpaşa Mh."
Gaziosmanpasa;160;2+2;6.950.000 TL;"Küçükköy
Barbaros Hayrettinpaşa Mh."
Gaziosmanpasa;95;2+1;5.500.000 TL;"Küçükköy
Şemsipaşa Mh."
Gaziosmanpasa;100;2+1;2.950.000 TL;"Küçükköy
Barbaros Hayrettinpaşa Mh."
Gaziosmanpasa;85;2+1;2.225.000 TL;"Fevziçakmak
Fevzi Çakmak Mh."
Gaziosmanpasa;110;2+1;2.750.000 TL;"Gaziosmanpaşa
Merkez Mah."
Gaziosmanpasa;220;4+2;7.700.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;225;6+2;8.350.000 TL;"Küçükköy
Şemsipaşa Mh."
Gaziosmanpasa;98;2+1;1.900.000 TL;"Küçükköy
Yeni Mahalle Mh."
Gaziosmanpasa;137;2+1;6.050.000 TL;"Küçükköy
Şemsipaşa Mh."
Gaziosmanpasa;95;2+1;4.100.000 TL;"Küçükköy
Barbaros Hayrettinpaşa Mh."
Gaziosmanpasa;135;3+1;3.950.000 TL;"Fevziçakmak
Karayolları Mh."
